"","X1","YEAR","Topic","Subtopic","ShortQuestionText","Greater_Risk_Question","Description","Greater_Risk_Data_Value","Greater_Risk_Low_Confidence_Limit","Greater_Risk_High_Confidence_Limit","Lesser_Risk_Question","Lesser_Risk_Data_Value","Lesser_Risk_Low_Confidence_Limit","Lesser_Risk_High_Confidence_Limit","Sample_Size","Sex","Race","Grade","Latitude","Longitude","LocationId","State"
"527",7144,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",32.4,28.42,36.55,"Were not in a physical fight",67.6,63.45,71.58,633,"Male","Total","9th","44.6613195430005"," -84.71439026999968","26","Michigan"
"528",7316,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",29.4,23.02,36.77,"Were not in a physical fight",70.6,63.23,76.98,837,"Total","Total","11th","44.6613195430005"," -84.71439026999968","26","Michigan"
"529",7542,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",23,14.07,35.38,"Were not in a physical fight",77,64.62,85.93,102,"Female","White","11th","39.29058096400047"," -76.60926011099963","24","Maryland"
"530",7840,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",21.8,13.67,32.97,"Were not in a physical fight",78.2,67.03,86.33,314,"Female","White","Total","31.31266064400046"," -92.44568007099969","22","Louisiana"
"531",7849,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",15.8,10.78,22.45,"Were not in a physical fight",84.2,77.55,89.22,218,"Female","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"532",7995,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",39.4,36.03,42.96,"Were not in a physical fight",60.6,57.04,63.97,801,"Male","White","Total","31.827240407000488"," -99.42677020599967","48","Texas"
"533",8796,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.2,20.77,32.38,"Were not in a physical fight",73.8,67.62,79.23,487,"Total","Total","12th","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"534",9538,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",39.1,31.72,47,"Were not in a physical fight",60.9,53,68.28,197,"Male","Total","11th","32.83968109300048"," -83.62758034599966","13","Georgia"
"535",10130,1993,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",56,51.17,60.7,"Were not in a physical fight",44,39.3,48.83,268,"Male","White","9th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"536",10134,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",33.5,30.04,37.2,"Were not in a physical fight",66.5,62.8,69.96,2008,"Total","Total","9th","43.62538123900049"," -72.51764079099962","50","Vermont"
"537",10277,1991,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",41.8,37.22,46.45,"Were not in a physical fight",58.2,53.55,62.78,670,"Total","Total","10th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"538",10652,1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",32.1,25.88,38.93,"Were not in a physical fight",67.9,61.07,74.12,596,"Female","White","9th","38.635790776000476"," -92.56630005299968","29","Missouri"
"539",11007,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.3,18.69,35.72,"Were not in a physical fight",73.7,64.28,81.31,364,"Male","White","12th","42.82700103200045"," -75.54397042699964","36","New York"
"540",11175,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",16,12.2,20.79,"Were not in a physical fight",84,79.21,87.8,401,"Female","Total","12th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"541",11257,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",21.1,14.71,29.43,"Were not in a physical fight",78.9,70.57,85.29,153,"Male","White","11th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"542",11666,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",41.7,35.82,47.86,"Were not in a physical fight",58.3,52.14,64.18,313,"Male","Total","9th","39.008830667000495"," -75.57774116799965","10","Delaware"
"543",11853,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",27.5,23.6,31.87,"Were not in a physical fight",72.5,68.13,76.4,782,"Total","Total","11th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"544",12204,1993,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",36.9,32.02,41.96,"Were not in a physical fight",63.1,58.04,67.98,800,"Total","White","11th","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"545",12486,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",31.2,22.6,41.39,"Were not in a physical fight",68.8,58.61,77.4,547,"Female","Hispanic or Latino","9th","42.82700103200045"," -75.54397042699964","36","New York"
"546",12671,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.1,20.62,32.37,"Were not in a physical fight",73.9,67.63,79.38,489,"Female","Total","9th","40.48501028300046"," -88.99771017799969","17","Illinois"
"547",12733,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",42.3,33.59,51.59,"Were not in a physical fight",57.7,48.41,66.41,125,"Total","Hispanic or Latino","Total","43.23554134300048"," -108.10983035299967","56","Wyoming"
"548",12835,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",28.1,23.35,33.47,"Were not in a physical fight",71.9,66.53,76.65,477,"Total","Total","10th","37.645970271000465"," -84.77497104799966","21","Kentucky"
"549",13481,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",36,32.26,39.92,"Were not in a physical fight",64,60.08,67.74,510,"Total","White","10th","42.82700103200045"," -75.54397042699964","36","New York"
"550",13506,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",22.8,19.83,25.97,"Were not in a physical fight",77.2,74.03,80.17,881,"Female","Hispanic or Latino","Total","28.932040377000476"," -81.92896053899966","12","Florida"
"551",14021,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",46.1,38.88,53.55,"Were not in a physical fight",53.9,46.45,61.12,195,"Male","Black or African American","Total","31.31266064400046"," -92.44568007099969","22","Louisiana"
"552",14918,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",22.8,17.96,28.4,"Were not in a physical fight",77.2,71.6,82.04,405,"Male","White","Total","40.06021014100048"," -82.40426005599966","39","Ohio"
"553",15313,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",29.9,25.16,35.21,"Were not in a physical fight",70.1,64.79,74.84,1372,"Total","Total","Total","38.66551020200046"," -80.71264013499967","54","West Virginia"
"554",15802,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",21.2,11.63,35.57,"Were not in a physical fight",78.8,64.43,88.37,106,"Female","Black or African American","Total","35.47203135600046"," -97.52107021399968","40","Oklahoma"
"555",16454,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",41.2,31.21,51.87,"Were not in a physical fight",58.8,48.13,68.79,132,"Male","White","9th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"556",17191,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.4,18.54,31.33,"Were not in a physical fight",75.6,68.67,81.46,206,"Female","Total","11th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"557",18229,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",33.2,23.99,43.97,"Were not in a physical fight",66.8,56.03,76.01,274,"Total","Total","12th","41.70828019300046"," -71.52247031399963","44","Rhode Island"
"558",18248,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",30.3,24.6,36.64,"Were not in a physical fight",69.7,63.36,75.4,203,"Total","Black or African American","11th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"559",18716,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",37.5,30.22,45.4,"Were not in a physical fight",62.5,54.6,69.78,179,"Male","Total","10th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"560",18770,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",27.4,19.84,36.45,"Were not in a physical fight",72.6,63.55,80.16,193,"Male","White","11th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"561",19083,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",28.2,24.44,32.36,"Were not in a physical fight",71.8,67.64,75.56,537,"Male","Total","12th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"562",19270,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",27.9,21.64,35.16,"Were not in a physical fight",72.1,64.84,78.36,392,"Total","Total","11th","31.31266064400046"," -92.44568007099969","22","Louisiana"
"563",19578,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",25.1,19.56,31.63,"Were not in a physical fight",74.9,68.37,80.44,384,"Total","Total","10th","38.66551020200046"," -80.71264013499967","54","West Virginia"
"564",19720,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",19,14.9,23.8,"Were not in a physical fight",81,76.2,85.1,529,"Female","Total","9th","47.06652897200047"," -109.42442064499971","30","Montana"
"565",20535,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.5,20.84,28.55,"Were not in a physical fight",75.5,71.45,79.16,695,"Female","Total","Total","38.843840757000464"," -106.13361092099967","08","Colorado"
"566",20642,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",28.2,24.4,32.39,"Were not in a physical fight",71.8,67.61,75.6,1096,"Total","White","Total","35.68094058000048"," -85.77449091399967","47","Tennessee"
"567",20815,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",20.2,18.54,22.02,"Were not in a physical fight",79.8,77.98,81.46,10627,"Total","Total","Total","42.82700103200045"," -75.54397042699964","36","New York"
"568",20910,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",44.4,37.45,51.54,"Were not in a physical fight",55.6,48.46,62.55,225,"Total","Black or African American","9th","35.68094058000048"," -85.77449091399967","47","Tennessee"
"569",21119,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.5,21.3,32.42,"Were not in a physical fight",73.5,67.58,78.7,413,"Male","White","Total","40.13057004800049"," -74.27369128799967","34","New Jersey"
"570",21957,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",18.8,14.4,24.17,"Were not in a physical fight",81.2,75.83,85.6,269,"Female","White","11th","28.932040377000476"," -81.92896053899966","12","Florida"
"571",22114,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",34.4,30.75,38.34,"Were not in a physical fight",65.6,61.66,69.25,551,"Male","White","Total","42.46940091300047"," -93.81649055599968","19","Iowa"
"572",22145,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",20.9,17.99,24.18,"Were not in a physical fight",79.1,75.82,82.01,816,"Total","Total","10th","39.360700171000474"," -111.58713063499971","49","Utah"
"573",22590,1993,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",45.1,39.49,50.92,"Were not in a physical fight",54.9,49.08,60.51,396,"Male","White","11th","41.6410409880005"," -99.36572062299967","31","Nebraska"
"574",23430,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",29.3,23.31,36,"Were not in a physical fight",70.7,64,76.69,196,"Female","Total","9th","39.766910452000445"," -86.14996019399968","18","Indiana"
"575",23641,1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",27,18.04,38.23,"Were not in a physical fight",73,61.77,81.96,181,"Male","Total","12th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"576",23683,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",13.6,11,16.69,"Were not in a physical fight",86.4,83.31,89,551,"Female","White","Total","40.48501028300046"," -88.99771017799969","17","Illinois"
"577",25328,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",25.4,19.67,32.1,"Were not in a physical fight",74.6,67.9,80.33,389,"Female","Total","9th","39.29058096400047"," -76.60926011099963","24","Maryland"
"578",25786,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",36.3,27.08,46.58,"Were not in a physical fight",63.7,53.42,72.92,143,"Female","Black or African American","10th","35.466220975000454"," -79.15925046299964","37","North Carolina"
"579",25842,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",41.2,31.2,52.07,"Were not in a physical fight",58.8,47.93,68.8,119,"Male","Hispanic or Latino","Total","39.493240390000494"," -117.07184056399967","32","Nevada"
"580",26495,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",39.8,32.56,47.52,"Were not in a physical fight",60.2,52.48,67.44,494,"Total","Total","9th","44.39319117400049"," -89.81637074199966","55","Wisconsin"
"581",26509,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",29.4,19.17,42.34,"Were not in a physical fight",70.6,57.66,80.83,133,"Male","White","12th","37.645970271000465"," -84.77497104799966","21","Kentucky"
"582",27706,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",42.6,31.78,54.11,"Were not in a physical fight",57.4,45.89,68.22,120,"Male","Hispanic or Latino","12th","34.52088095200048"," -106.24058098499967","35","New Mexico"
"583",27940,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",49.6,32.85,66.51,"Were not in a physical fight",50.4,33.49,67.15,109,"Female","Black or African American","Total","40.06021014100048"," -82.40426005599966","39","Ohio"
"584",28271,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.5,20.18,34.04,"Were not in a physical fight",73.5,65.96,79.82,157,"Total","Multiple Race","11th","43.62538123900049"," -72.51764079099962","50","Vermont"
"585",28390,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",25.4,20.3,31.23,"Were not in a physical fight",74.6,68.77,79.7,517,"Male","White","12th","43.62538123900049"," -72.51764079099962","50","Vermont"
"586",28718,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",23.4,15.29,34.18,"Were not in a physical fight",76.6,65.82,84.71,327,"Female","Total","10th","39.360700171000474"," -111.58713063499971","49","Utah"
"587",28901,1993,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",37.3,33.38,41.32,"Were not in a physical fight",62.7,58.68,66.62,675,"Total","White","10th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"588",29384,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",48.3,40.25,56.37,"Were not in a physical fight",51.7,43.63,59.75,194,"Male","White","11th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"589",29783,1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.3,18.95,30.61,"Were not in a physical fight",75.7,69.39,81.05,370,"Female","Asian","Total","21.304850435000446"," -157.85774940299973","15","Hawaii"
"590",29918,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",43.6,40.13,47.04,"Were not in a physical fight",56.4,52.96,59.87,1879,"Male","Total","Total","42.82700103200045"," -75.54397042699964","36","New York"
"591",30256,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",37.6,30.5,45.31,"Were not in a physical fight",62.4,54.69,69.5,244,"Female","Black or African American","Total","33.998821303000454"," -81.04537120699968","45","South Carolina"
"592",30964,1995,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",51.3,45.04,57.57,"Were not in a physical fight",48.7,42.43,54.96,300,"Male","Black or African American","9th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"593",31477,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",14.9,9.74,22.19,"Were not in a physical fight",85.1,77.81,90.26,251,"Female","Total","12th","32.745510099000455"," -89.53803082499968","28","Mississippi"
"594",31669,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",46.6,39.15,54.11,"Were not in a physical fight",53.4,45.89,60.85,113,"Male","Black or African American","Total","34.74865012400045"," -92.27449074299966","05","Arkansas"
"595",31925,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",20.4,17.14,24.01,"Were not in a physical fight",79.6,75.99,82.86,421,"Total","Total","10th","64.84507995700051"," -147.72205903599973","02","Alaska"
"596",32299,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",22.4,19.38,25.66,"Were not in a physical fight",77.6,74.34,80.62,6908,"Total","White","Total","43.62538123900049"," -72.51764079099962","50","Vermont"
"597",32861,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26.2,24.47,28.06,"Were not in a physical fight",73.8,71.94,75.53,2274,"Male","White","10th","43.62538123900049"," -72.51764079099962","50","Vermont"
"598",32903,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",31,26.8,35.51,"Were not in a physical fight",69,64.49,73.2,958,"Total","Total","10th","44.6613195430005"," -84.71439026999968","26","Michigan"
"599",33397,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",44.5,40.06,48.95,"Were not in a physical fight",55.5,51.05,59.94,620,"Male","Hispanic or Latino","Total","31.827240407000488"," -99.42677020599967","48","Texas"
"600",34017,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",32.5,28.21,37.2,"Were not in a physical fight",67.5,62.8,71.79,873,"Male","Total","Total","39.360700171000474"," -111.58713063499971","49","Utah"
"601",34442,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",31.2,24.71,38.56,"Were not in a physical fight",68.8,61.44,75.29,365,"Total","Total","10th","33.998821303000454"," -81.04537120699968","45","South Carolina"
"602",34488,2007,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",14.2,8.83,22.02,"Were not in a physical fight",85.8,77.98,91.17,164,"Female","White","9th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"603",34924,1991,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",50,40.03,59.92,"Were not in a physical fight",50,40.08,59.97,180,"Male","Total","10th","44.353130053000484"," -100.3735306369997","46","South Dakota"
"604",35016,2013,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",16,11.89,21.26,"Were not in a physical fight",84,78.74,88.11,299,"Female","White","Total","64.84507995700051"," -147.72205903599973","02","Alaska"
"605",35222,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",21.1,17.97,24.58,"Were not in a physical fight",78.9,75.42,82.03,917,"Male","White","10th","45.254228894000505"," -68.98503133599962","23","Maine"
"606",35421,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",28.8,24.31,33.81,"Were not in a physical fight",71.2,66.19,75.69,632,"Female","Total","9th","31.827240407000488"," -99.42677020599967","48","Texas"
"607",36158,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",30,27.09,33.01,"Were not in a physical fight",70,66.99,72.91,830,"Male","Total","9th","28.932040377000476"," -81.92896053899966","12","Florida"
"608",37318,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",44.7,38.82,50.75,"Were not in a physical fight",55.3,49.25,61.18,142,"Total","Black or African American","9th","42.82700103200045"," -75.54397042699964","36","New York"
"609",37920,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",30.3,24.85,36.29,"Were not in a physical fight",69.7,63.71,75.15,675,"Total","White","10th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"610",37933,2003,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",22.5,18.28,27.37,"Were not in a physical fight",77.5,72.63,81.72,414,"Total","Total","11th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"611",37975,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",30,24.46,36.2,"Were not in a physical fight",70,63.8,75.54,338,"Total","White","9th","43.65595011300047"," -71.50036091999965","33","New Hampshire"
"612",38044,1997,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",40.1,36.26,44.12,"Were not in a physical fight",59.9,55.88,63.74,846,"Male","Total","Total","45.254228894000505"," -68.98503133599962","23","Maine"
"613",39287,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",26,21.12,31.61,"Were not in a physical fight",74,68.39,78.88,718,"Total","White","11th","37.645970271000465"," -84.77497104799966","21","Kentucky"
"614",39805,1999,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",11.9,8.29,16.91,"Were not in a physical fight",88.1,83.09,91.71,169,"Female","White","12th","47.47531977900047"," -100.11842104899966","38","North Dakota"
"615",39962,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",15.8,14.35,17.37,"Were not in a physical fight",84.2,82.63,85.65,2184,"Total","Total","12th","45.254228894000505"," -68.98503133599962","23","Maine"
"616",40022,2005,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",43.7,39.31,48.15,"Were not in a physical fight",56.3,51.85,60.69,573,"Male","Total","Total","39.29058096400047"," -76.60926011099963","24","Maryland"
"617",40315,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",24.1,19.14,29.88,"Were not in a physical fight",75.9,70.12,80.86,425,"Total","Total","10th","43.682630005000476"," -114.3637300419997","16","Idaho"
"618",41740,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",42.9,34.29,51.96,"Were not in a physical fight",57.1,48.04,65.71,157,"Male","White","10th","34.74865012400045"," -92.27449074299966","05","Arkansas"
"619",41799,2009,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",17.4,11.23,25.91,"Were not in a physical fight",82.6,74.09,88.77,121,"Female","Total","12th","38.34774030000045"," -98.20078122699965","20","Kansas"
"620",41914,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",28,24.22,32.19,"Were not in a physical fight",72,67.81,75.78,663,"Total","Total","12th","31.827240407000488"," -99.42677020599967","48","Texas"
"621",42594,2015,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",15.4,11.25,20.62,"Were not in a physical fight",84.6,79.38,88.75,679,"Total","Total","12th","42.27687047000046"," -72.08269067499964","25","Massachusetts"
"622",42630,2011,"Unintentional Injuries and Violence","Behaviors that Contribute to Violence","Physical fighting","Were in a physical fight","one or more times during the 12 months before the survey",18.2,15.24,21.64,"Were not in a physical fight",81.8,78.36,84.76,708,"Female","Total","Total","38.843840757000464"," -106.13361092099967","08","Colorado"
